id,send_time_ns,recv_time_ns,rtt_ns,send_jitter_ns,rtt_jitter_ns
979,505929056278,505929801101,744823,44992,-71314
980,505930027966,505930673995,646029,-28312,-98794
981,505931041143,505931680387,639244,13177,-6785
982,505932029052,505932491806,462754,-12091,-176490
983,505933016393,505933648263,631870,-12659,169116
984,505934015290,505934426979,411689,-1103,-220181
985,505935012473,505935531128,518655,-2817,106966
986,505936035662,505936382783,347121,23189,-171534
987,505937049508,505937536262,486754,13846,139633
988,505938043305,505938441401,398096,-6203,-88658
989,505939033406,505939502746,469340,-9899,71244
990,505940053332,505940740573,687241,19926,217901
991,505941034648,505942181412,1146764,-18684,459523
992,505942093031,505942761851,668820,58383,-477944
993,505943032775,505943737035,704260,-60256,35440
994,505944026834,505944738467,711633,-5941,7373
995,505945024203,505945666262,642059,-2631,-69574
996,505946042786,505946506385,463599,18583,-178460
997,505947036891,505947469426,432535,-5895,-31064
998,505948050390,505948447485,397095,13499,-35440
999,505949044204,505949426964,382760,-6186,-14335
1000,505950060622,505950476125,415503,16418,32743
1001,505951034676,505951399933,365257,-25946,-50246
1002,505952027912,505952364425,336513,-6764,-28744
1003,505953026849,505953323743,296894,-1063,-39619
1004,505954025153,505954355199,330046,-1696,33152
1005,505955024714,505955345264,320550,-439,-9496
1006,505956024107,505956332216,308109,-607,-12441
1007,505957023849,505957291867,268018,-258,-40091
1008,505958025662,505958386778,361116,1813,93098
1009,505959024521,505959336672,312151,-1141,-48965
1010,505960024775,505960320936,296161,254,-15990
1011,505961022016,505961534896,512880,-2759,216719
1012,505962027788,505962360111,332323,5772,-180557
1013,505963023671,505963350046,326375,-4117,-5948
1014,505964023306,505964439121,415815,-365,89440
1015,505965023042,505965338466,315424,-264,-100391
1016,505966023960,505966352688,328728,918,13304
1017,505967024483,505967357782,333299,523,4571
1018,505968023380,505968429844,406464,-1103,73165
1019,505969023930,505969317959,294029,550,-112435
1020,505970024387,505970332311,307924,457,13895
1021,505971024744,505971365386,340642,357,32718
1022,505972024308,505972422934,398626,-436,57984
1023,505973024252,505973446444,422192,-56,23566
1024,505974024737,505974576111,551374,485,129182
1025,505975023278,505975495821,472543,-1459,-78831
1026,505976024940,505976595308,570368,1662,97825
1027,505977022856,505977567110,544254,-2084,-26114
1028,505978024219,505978516110,491891,1363,-52363
1029,505979025769,505979533548,507779,1550,15888
1030,505980022674,505980490607,467933,-3095,-39846
1031,505981023857,505981392210,368353,1183,-99580
1032,505982031168,505982515568,484400,7311,116047
1033,505983023227,505983372057,348830,-7941,-135570
1034,505984023079,505984286092,263013,-148,-85817
1035,505985023848,505985310429,286581,769,23568
1036,505986024973,505986394798,369825,1125,83244
1037,505987024282,505987334289,310007,-691,-59818
1038,505988023758,505988337798,314040,-524,4033
1039,505989031020,505989369093,338073,7262,24033
1040,505990023548,505990310878,287330,-7472,-50743
1041,505991025558,505991291110,265552,2010,-21778
1042,505992031112,505992360983,329871,5554,64319
1043,505993036869,505993553625,516756,5757,186885
1044,505994030985,505994792450,761465,-5884,244709
1045,505995069911,505996039406,969495,38926,208030
1046,505995950091,505996483848,533757,-119820,-435738
1047,505997023699,505997632360,608661,73608,74904
1048,505998022178,505998573334,551156,-1521,-57505
1049,505999026570,505999477203,450633,4392,-100523
1050,506000021765,506000361044,339279,-4805,-111354
1051,506001026925,506001426474,399549,5160,60270
1052,506002021497,506002319399,297902,-5428,-101647
1053,506003021627,506003384687,363060,130,65158
1054,506004021585,506004325248,303663,-42,-59397
1055,506005021782,506005317169,295387,197,-8276
1056,506006022782,506006342661,319879,1000,24492
1057,506007021962,506007316368,294406,-820,-25473
1058,506008021384,506008340624,319240,-578,24834
1059,506009022287,506009342531,320244,903,1004
1060,506010021976,506010380296,358320,-311,38076
1061,506011022075,506011372600,350525,99,-7795
1062,506012020824,506012364976,344152,-1251,-6373
1063,506013027058,506013356986,329928,6234,-14224
1064,506014049573,506014433509,383936,22515,54008
1065,506015040669,506015366110,325441,-8904,-58495
1066,506016048062,506016510953,462891,7393,137450
1067,506017048212,506017598808,550596,150,87705
1068,506018047492,506018410089,362597,-720,-187999
1069,506019053763,506019569061,515298,6271,152701
1070,506020049917,506020456980,407063,-3846,-108235
1071,506021033209,506021447710,414501,-16708,7438
1072,506022046682,506022522136,475454,13473,60953
1073,506023051807,506023589009,537202,5125,61748
1074,506024051656,506024501304,449648,-151,-87554
1075,506025048196,506025848325,800129,-3460,350481
1076,506026028229,506026703862,675633,-19967,-124496
1077,506027029820,506027694192,664372,1591,-11261
1078,506028032428,506028729452,697024,2608,32652
1079,506029022783,506029614042,591259,-9645,-105765
1080,506030023474,506030482814,459340,691,-131919
1081,506031027712,506031531865,504153,4238,44813
1082,506032024836,506032466083,441247,-2876,-62906
1083,506033024099,506033407929,383830,-737,-57417
1084,506034026394,506034339812,313418,2295,-70412
1085,506035026511,506035429567,403056,117,89638
1086,506036025759,506036292502,266743,-752,-136313
1087,506037024863,506037330337,305474,-896,38731
1088,506038026652,506038399489,372837,1789,67363
1089,506039025816,506039367601,341785,-836,-31052
1090,506040024029,506040361044,337015,-1787,-4770
1091,506041025057,506041381205,356148,1028,19133
1092,506042024775,506042332530,307755,-282,-48393
1093,506043024076,506043371081,347005,-699,39250
1094,506044024147,506044342804,318657,71,-28348
1095,506045023375,506045318478,295103,-772,-23554
1096,506046024079,506046337510,313431,704,18328
1097,506047032719,506047368316,335597,8640,22166
1098,506048022010,506048397126,375116,-10709,39519
1099,506049021366,506049377020,355654,-644,-19462
1100,506050027401,506050377497,350096,6035,-5558
1101,506051022751,506051315525,292774,-4650,-57322
1102,506052021239,506052320822,299583,-1512,6809
1103,506053021691,506053390320,368629,452,69046
1104,506054022320,506054283708,261388,629,-107241
1105,506055023400,506055323952,300552,1080,39164
1106,506056022136,506056330884,308748,-1264,8196
1107,506057021784,506057337027,315243,-352,6495
1108,506058023841,506058343018,319177,2057,3934
1109,506059022746,506059394798,372052,-1095,52875
1110,506060022665,506060374258,351593,-81,-20459
1111,506061022420,506061328675,306255,-245,-45338
1112,506062023187,506062376767,353580,767,47325
1113,506063021481,506063318117,296636,-1706,-56944
1114,506064021715,506064259730,238015,234,-58621
1115,506065027524,506065423500,395976,5809,157961
1116,506066021775,506066384477,362702,-5749,-33274
1117,506067034287,506067512019,477732,12512,115030
1118,506068032926,506068360527,327601,-1361,-150131
1119,506069056732,506069390479,333747,23806,6146
1120,506070043280,506070520244,476964,-13452,143217
1121,506071051687,506071559036,507349,8407,30385
1122,506072039573,506072561525,521952,-12114,14603
1123,506073064652,506073611881,547229,25079,25277
1124,506074027995,506074477739,449744,-36657,-97485
1125,506075017425,506075563703,546278,-10570,96534
1126,506076009164,506076680901,671737,-8261,125459
1127,506077032718,506077712035,679317,23554,7580
1128,506078026954,506078642040,615086,-5764,-64231
1129,506079026619,506079652348,625729,-335,10643
1130,506080023882,506080340070,316188,-2737,-309541
1131,506081009890,506081404864,394974,-13992,78786
1132,506082008562,506082358850,350288,-1328,-44686
1133,506083008026,506083314031,306005,-536,-44283
1134,506084119910,506084479689,359779,111884,53774
1135,506085024491,506085341285,316794,-95419,-42985
1136,506086024036,506086367821,343785,-455,26991
1137,506087024665,506087322765,298100,629,-45685
1138,506088024023,506088313438,289415,-642,-8685
1139,506089024025,506089262139,238114,2,-51301
1140,506090025456,506090336023,310567,1431,72453
1141,506091022691,506091299955,277264,-2765,-33303
1142,506092032643,506092321304,288661,9952,11397
1143,506093025369,506093319676,294307,-7274,5646
1144,506094026043,506094396730,370687,674,76380
1145,506095024624,506095366635,342011,-1419,-28676
1146,506096024936,506096287346,262410,312,-79601
1147,506097025306,506097363243,337937,370,75527
1148,506098024357,506098296802,272445,-949,-65492
1149,506099024716,506099330274,305558,359,33113
1150,506100024496,506100291900,267404,-220,-38154
1151,506101026758,506101336476,309718,2262,42314
1152,506102024283,506102338632,314349,-2475,4631
1153,506103024353,506103327839,303486,70,-10863
1154,506104024660,506104358621,333961,307,30475
1155,506105053970,506105398500,344530,29310,10569
1156,506106056758,506106517487,460729,2788,116199
1157,506107063338,506107590789,527451,6580,66722
1158,506108048357,506108432197,383840,-14981,-143611
1159,506109041313,506109527067,485754,-7044,101914
1160,506110031182,506110472874,441692,-10131,-44062
1161,506111035358,506111484282,448924,4176,7232
1162,506112050020,506112381186,331166,14662,-117758
1163,506113050007,506113616144,566137,-13,234971
1164,506114050642,506114445239,394597,635,-171540
1165,506115053765,506115421450,367685,3123,-26912
1166,506116053030,506116387311,334281,-735,-33404
1167,506117037443,506117369857,332414,-15587,-1867
1168,506118028692,506118440462,411770,-8751,79356
1169,506119025587,506119378514,352927,-3105,-58843
1170,506120027796,506120364508,336712,2209,-16215
1171,506121025526,506121453600,428074,-2270,91362
1172,506122026776,506122373753,346977,1250,-81097
1173,506123023859,506123413307,389448,-2917,42471
1174,506124026611,506124499070,472459,2752,83011
1175,506125024547,506125430397,405850,-2064,-66609
1176,506126025039,506126536316,511277,492,105427
1177,506127024963,506127527027,502064,-76,-9213
1178,506128024614,506128525291,500677,-349,-1387
1179,506129025390,506129590256,564866,776,64189
1180,506130024437,506130552205,527768,-953,-37098
1181,506131024193,506131376883,352690,-244,-175078
1182,506132024157,506132488929,464772,-36,112082
1183,506133023141,506133433741,410600,-1016,-54172
1184,506134024072,506134283525,259453,931,-151147
1185,506135025121,506135286778,261657,1049,2204
1186,506136024684,506136292839,268155,-437,6498
1187,506137026691,506137294060,267369,2007,-786
1188,506138023908,506138341708,317800,-2783,50431
1189,506139029368,506139363484,334116,5460,16316
1190,506140024994,506140316426,291432,-4374,-42684
1191,506141023157,506141335115,311958,-1837,20526
1192,506142025071,506142308413,283342,1914,-28616
1193,506143025296,506143364212,338916,225,55574
1194,506144024338,506144323221,298883,-958,-40033
1195,506145025256,506145382431,357175,918,58292
1196,506146024742,506146347242,322500,-514,-34675
1197,506147023733,506147317010,293277,-1009,-29223
1198,506148030439,506148352683,322244,6706,28967
1199,506149025100,506149359425,334325,-5339,12081
1200,506150053240,506150346500,293260,28140,-41065
1201,506151044865,506151577399,532534,-8375,239274
1202,506152065616,506152574923,509307,20751,-23227
1203,506153041336,506153434432,393096,-24280,-116211
1204,506154051216,506154532878,481662,9880,88566
1205,506155042311,506155369962,327651,-8905,-154011
1206,506156049286,506156428894,379608,6975,51957
1207,506157044598,506157415544,370946,-4688,-8662
1208,506158047397,506158426320,378923,2799,7977
1209,506159025132,506159545248,520116,-22265,141193
1210,506160024959,506160476531,451572,-173,-68544
1211,506161034375,506161472035,437660,9416,-13912
1212,506162050995,506162462903,411908,16620,-25752
1213,506163027110,506163387113,360003,-23885,-51905
1214,506164024391,506164392272,367881,-2719,7878
1215,506165024328,506165375269,350941,-63,-16940
1216,506166023184,506166377541,354357,-1144,3416
1217,506167025351,506167343491,318140,2167,-36217
1218,506168022604,506168360040,337436,-2747,19296
1219,506169022273,506169369480,347207,-331,9771
1220,506170022225,506170508088,485863,-48,138656
1221,506171021899,506171468285,446386,-326,-39477
1222,506172021650,506172440691,419041,-249,-27345
1223,506173020081,506173424859,404778,-1569,-14263
1224,506174021993,506174460360,438367,1912,33589
1225,506175020879,506175414102,393223,-1114,-45144
1226,506176022188,506176432052,409864,1309,16641
1227,506177021808,506177591447,569639,-380,159775
1228,506178022825,506178627201,604376,1017,34737
1229,506179021847,506179430379,408532,-978,-195844
1230,506180014915,506180531073,516158,-6932,107626
1231,506181007769,506181528626,520857,-7146,4699
1232,506182009205,506182676034,666829,1436,145972
1233,506183024227,506183625836,601609,15022,-65220
1234,506184024924,506184646366,621442,697,19833
1235,506185022755,506185373036,350281,-2169,-271161
1236,506186008966,506186295044,286078,-13789,-64203
1237,506187011146,506187259702,248556,2180,-37522
1238,506188008017,506188472299,464282,-3129,215726
1239,506189025044,506189468843,443799,17027,-20483
1240,506190026216,506190498741,472525,1172,28726
1241,506191023218,506191505809,482591,-2998,10066
1242,506192029415,506192532136,502721,6197,20130
1243,506193023098,506193511396,488298,-6317,-14423
1244,506194024428,506194508542,484114,1330,-4184
1245,506195021347,506195484906,463559,-3081,-20555
1246,506196029760,506196551652,521892,8413,58333
1247,506197060529,506197624952,564423,30769,42531
1248,506198040691,506198588432,547741,-19838,-16682
1249,506199044191,506199624267,580076,3500,32335
1250,506200015667,506200588352,572685,-28524,-7391
1251,506201012679,506201735568,722889,-2988,150204
1252,506202015072,506202521779,506707,2393,-216182
1253,506203039134,506203623686,584552,24062,77845
1254,506204047677,506204561606,513929,8543,-70623
1255,506205052995,506205608185,555190,5318,41261
1256,506206047313,506206403834,356521,-5682,-198669
1257,506207017468,506207357819,340351,-29845,-16170
1258,506208015031,506208639223,624192,-2437,283841
1259,506209054672,506209534734,480062,39641,-144130
1260,506210013800,506210820151,806351,-40872,326289
1261,506211025780,506211749498,723718,11980,-82633
1262,506212025731,506212816124,790393,-49,66675
1263,506213050128,506213584670,534542,24397,-255851
1264,506214036171,506214586394,550223,-13957,15681
1265,506215033643,506215399611,365968,-2528,-184255
1266,506216017249,506216489101,471852,-16394,105884
1267,506217020927,506217725313,704386,3678,232534
1268,506218032218,506218820849,788631,11291,84245
1269,506219056553,506219584002,527449,24335,-261182
1270,506220027151,506220553306,526155,-29402,-1294
1271,506221025739,506221451422,425683,-1412,-100472
1272,506222028706,506222433025,404319,2967,-21364
1273,506223023673,506223335320,311647,-5033,-92672
1274,506224024213,506224417052,392839,540,81192
1275,506225024214,506225496093,471879,1,79040
1276,506226026489,506226547214,520725,2275,48846
1277,506227023114,506227588544,565430,-3375,44705
1278,506228025176,506228562503,537327,2062,-28103
1279,506229027042,506229600491,573449,1866,36122
1280,506230022725,506230447574,424849,-4317,-148600
1281,506231012681,506231440016,427335,-10044,2486
1282,506232008897,506232358269,349372,-3784,-77963
1283,506233009176,506233282177,273001,279,-76371
1284,506234100069,506234595517,495448,90893,222447
1285,506235023650,506235336500,312850,-76419,-182598
1286,506236023389,506236328304,304915,-261,-7935
1287,506237025385,506237322831,297446,1996,-7469
1288,506238023532,506238344362,320830,-1853,23384
1289,506239023429,506239292642,269213,-103,-51617
1290,506240024479,506240307342,282863,1050,13650
1291,506241023930,506241305492,281562,-549,-1301
1292,506242025424,506242352502,327078,1494,45516
1293,506243022353,506243335518,313165,-3071,-13913
1294,506244024704,506244368825,344121,2351,30956
1295,506245023072,506245323217,300145,-1632,-43976
1296,506246025230,506246312774,287544,2158,-12601
1297,506247025256,506247327600,302344,26,14800
1298,506248024140,506248336222,312082,-1116,9738
1299,506249023741,506249340351,316610,-399,4528
1300,506250025024,506250324304,299280,1283,-17330
1301,506251024971,506251364150,339179,-53,39899
1302,506252024373,506252344891,320518,-598,-18661
1303,506253024390,506253308542,284152,17,-36366
1304,506254023327,506254323871,300544,-1063,16392
1305,506255023792,506255296304,272512,465,-28032
1306,506256023557,506256313947,290390,-235,17878
1307,506257030437,506257324906,294469,6880,4079
1308,506258022733,506258367214,344481,-7704,50012
1309,506259021966,506259326863,304897,-767,-39584
1310,506260022521,506260338952,316431,555,11534
1311,506261022203,506261313956,291753,-318,-24678
1312,506262024136,506262414461,390325,1933,98572
1313,506263022351,506263384924,362573,-1785,-27752
1314,506264021884,506264350567,328683,-467,-33890
1315,506265031159,506265438766,407607,9275,78924
1316,506266023462,506266344912,321450,-7697,-86157
1317,506267026282,506267369489,343207,2820,21757
1318,506268025027,506268330347,305320,-1255,-37887
1319,506269022494,506269275241,252747,-2533,-52573
1320,506270024779,506270297738,272959,2285,20212
1321,506271024228,506271321461,297233,-551,24274
1322,506272024035,506272333758,309723,-193,12490
1323,506273025037,506273343582,318545,1002,8822
1324,506274024410,506274324285,299875,-627,-18670
1325,506275025434,506275503039,477605,1024,177730
1326,506276055131,506276614695,559564,29697,81959
1327,506277037179,506277539938,502759,-17952,-56805
1328,506278038280,506278615832,577552,1101,74793
1329,506279029735,506279496664,466929,-8545,-110623
1330,506280013321,506280507680,494359,-16414,27430
1331,506281025374,506281750463,725089,12053,230730
1332,506282030397,506282669648,639251,5023,-85838
1333,506283025006,506283661811,636805,-5391,-2446
1334,506284021874,506284447685,425811,-3132,-210994
1335,506285009139,506285507837,498698,-12735,72887
1336,506286007724,506286219438,211714,-1415,-286984
1337,506287117441,506287488180,370739,109717,159025
1338,506288023548,506288290271,266723,-93893,-104016
1339,506289128150,506289482750,354600,104602,87877
1340,506290023217,506290370815,347598,-104933,-7002
1341,506291025990,506291361564,335574,2773,-12024
1342,506292023206,506292351578,328372,-2784,-7202
1343,506293025415,506293306148,280733,2209,-47639
1344,506294024459,506294308432,283973,-956,3240
1345,506295023756,506295312497,288741,-703,4768
1346,506296024486,506296314526,290040,730,1299
1347,506297027059,506297397681,370622,2573,80582
1348,506298029388,506298365737,336349,2329,-34273
1349,506299023990,506299289476,265486,-5398,-70863
1350,506300024575,506300335118,310543,585,45057
1351,506301022818,506301318778,295960,-1757,-14583
1352,506302023876,506302331260,307384,1058,11424
1353,506303022545,506303317073,294528,-1331,-12856
1354,506304029087,506304287461,258374,6542,-36154
1355,506305022018,506305304892,282874,-7069,24500
1356,506306023639,506306327418,303779,1621,20905
1357,506307024618,506307297091,272473,979,-31306
1358,506308023679,506308291980,268301,-939,-4172
1359,506309024575,506309309579,285004,896,16703
1360,506310024388,506310403855,379467,-187,94463
1361,506311023720,506311410995,387275,-668,7808
1362,506312024039,506312333052,309013,319,-78262
1363,506313028890,506313347808,318918,4851,9905
1364,506314026965,506314419211,392246,-1925,73328
1365,506315024482,506315371370,346888,-2483,-45358
1366,506316022603,506316282862,260259,-1879,-86629
1367,506317031018,506317377728,346710,8415,86451
1368,506318060266,506318543825,483559,29248,136849
1369,506319044590,506319423796,379206,-15676,-104353
1370,506320052194,506320545393,493199,7604,113993
1371,506321045732,506321351325,305593,-6462,-187606
1372,506322030593,506322344590,313997,-15139,8404
1373,506323027648,506323378312,350664,-2945,36667
1374,506324023796,506324340485,316689,-3852,-33975
1375,506325024212,506325476266,452054,416,135365
1376,506326024520,506326395365,370845,308,-81209
1377,506327030167,506327532311,502144,5647,131299
1378,506328021887,506328496524,474637,-8280,-27507
1379,506329022145,506329521043,498898,258,24261
1380,506330024106,506330613854,589748,1961,90850
1381,506331030056,506331659326,629270,5950,39522
1382,506332023644,506332493287,469643,-6412,-159627
1383,506333010554,506333481312,470758,-13090,1115
1384,506334009461,506334393064,383603,-1093,-87155
1385,506335009752,506335339325,329573,291,-54030
1386,506336103228,506336600237,497009,93476,167436
1387,506337026347,506337413174,386827,-76881,-110182
1388,506338023781,506338286744,262963,-2566,-123864
1389,506339141810,506339497522,355712,118029,92749
1390,506340023378,506340318335,294957,-118432,-60755
1391,506341023487,506341358165,334678,109,39721
1392,506342030192,506342396918,366726,6705,32048
1393,506343024159,506343276225,252066,-6033,-114660
1394,506344022392,506344256765,234373,-1767,-17693
1395,506345029920,506345308486,278566,7528,44193
1396,506346022631,506346272717,250086,-7289,-28480
1397,506347028823,506347311254,282431,6192,32345
1398,506348023339,506348269048,245709,-5484,-36722
1399,506349024042,506349295859,271817,703,26108
1400,506350023161,506350285254,262093,-881,-9724
1401,506351023691,506351296360,272669,530,10576
1402,506352023904,506352321868,297964,213,25295
1403,506353029176,506353296138,266962,5272,-31002
1404,506354023776,506354257924,234148,-5400,-32814
1405,506355030302,506355323899,293597,6526,59449
1406,506356024249,506356297190,272941,-6053,-20656
1407,506357023985,506357318890,294905,-264,21964
1408,506358025752,506358259268,233516,1767,-61389
1409,506359052984,506359366556,313572,27232,80056
1410,506360053477,506360379585,326108,493,12536
1411,506361030445,506361351197,320752,-23032,-5356
1412,506362036596,506362381362,344766,6151,24014
1413,506363048179,506363548684,500505,11583,155739
1414,506364040453,506364479519,439066,-7726,-61439
1415,506365043011,506365504245,461234,2558,22168
1416,506366037200,506366498931,461731,-5811,497
1417,506367051616,506367589578,537962,14416,76231
1418,506368054752,506368353850,299098,3136,-238864
1419,506369050548,506369461918,411370,-4204,112272
1420,506370050886,506370384681,333795,338,-77575
1421,506371037879,506371465802,427923,-13007,94128
1422,506372028575,506372308231,279656,-9304,-148267
1423,506373027993,506373332164,304171,-582,24515
1424,506374026334,506374292781,266447,-1659,-37724
1425,506375025166,506375330097,304931,-1168,38484
1426,506376023347,506376267956,244609,-1819,-60322
1427,506377030216,506377359650,329434,6869,84825
1428,506378023903,506378359584,335681,-6313,6247
1429,506379024856,506379359624,334768,953,-913
1430,506380022866,506380493024,470158,-1990,135390
1431,506381023196,506381458368,435172,330,-34986
1432,506382030546,506382439646,409100,7350,-26072
1433,506383024786,506383523844,499058,-5760,89958
1434,506384022591,506384519354,496763,-2195,-2295
1435,506385023529,506385566739,543210,938,46447
1436,506386025081,506386568435,543354,1552,144
1437,506387024222,506387593869,569647,-859,26293
1438,506388023244,506388498462,475218,-978,-94429
1439,506389023951,506389372772,348821,707,-126397
1440,506390024132,506390391740,367608,181,18787
1441,506391024099,506391397521,373422,-33,5814
1442,506392029134,506392404196,375062,5035,1640
1443,506393023224,506393364716,341492,-5910,-33570
1444,506394030245,506394359513,329268,7021,-12224
1445,506395023917,506395302823,278906,-6328,-50362
1446,506396024257,506396336121,311864,340,32958
1447,506397023050,506397320438,297388,-1207,-14476
1448,506398023764,506398319423,295659,714,-1729
1449,506399023790,506399300618,276828,26,-18831
1450,506400024209,506400361792,337583,419,60755
1451,506401024087,506401348544,324457,-122,-13126
1452,506402030589,506402310155,279566,6502,-44891
1453,506403022959,506403361946,338987,-7630,59421
1454,506404021882,506404359335,337453,-1077,-1534
1455,506405021487,506405301298,279811,-395,-57642
1456,506406021053,506406322783,301730,-434,21919
1457,506407022509,506407327328,304819,1456,3089
1458,506408022070,506408315862,293792,-439,-11027
1459,506409020308,506409290860,270552,-1762,-23240
1460,506410027535,506410385217,357682,7227,87130
1461,506411022293,506411382842,360549,-5242,2867
1462,506412021278,506412370379,349101,-1015,-11448
1463,506413020822,506413292359,271537,-456,-77564
1464,506414022198,506414388829,366631,1376,95094
1465,506415020144,506415367573,347429,-2054,-19202
1466,506416022178,506416361532,339354,2034,-8075
1467,506417024534,506417337499,312965,2356,-26389
1468,506418027638,506418353457,325819,3104,12854
1469,506419022685,506419347966,325281,-4953,-538
1470,506420022254,506420386840,364586,-431,39305
1471,506421022674,506421364445,341771,420,-22815
1472,506422021436,506422362365,340929,-1238,-842
1473,506423022624,506423367602,344978,1188,4049
1474,506424021653,506424336121,314468,-971,-30510
1475,506425021947,506425297496,275549,294,-38919
1476,506426022025,506426326305,304280,78,28731
1477,506427022002,506427439229,417227,-23,112947
1478,506428022187,506428536870,514683,185,97456
1479,506429021757,506429449502,427745,-430,-86938
1480,506430029061,506430529451,500390,7304,72645
1481,506431067600,506431775956,708356,38539,207966
1482,506432047294,506432684300,637006,-20306,-71350
1483,506433056851,506433694941,638090,9557,1084
1484,506434032318,506434552171,519853,-24533,-118237
1485,506435016673,506435655498,638825,-15645,118972
1486,506436056295,506436487574,431279,39622,-207546
1487,506437017726,506437191523,173797,-38569,-257482
1488,506438156569,506438722455,565886,138843,392089
1489,506439025231,506439595129,569898,-131338,4012
1490,506440036141,506440504450,468309,10910,-101589
1491,506441017750,506441553800,536050,-18391,67741
1492,506442007574,506442630285,622711,-10176,86661
1493,506443025912,506443576744,550832,18338,-71879
1494,506444026697,506444516477,489780,785,-61052
1495,506445024030,506445418493,394463,-2667,-95317
1496,506446024942,506446398761,373819,912,-20644
1497,506447023210,506447358652,335442,-1732,-38377
1498,506448025003,506448373303,348300,1793,12858
1499,506449031591,506449357987,326396,6588,-21904
1500,506450022860,506450344811,321951,-8731,-4445
1501,506451022182,506451342910,320728,-678,-1223
1502,506452029605,506452408745,379140,7423,58412
1503,506453022155,506453393677,371522,-7450,-7618
1504,506454022306,506454411016,388710,151,17188
1505,506455023742,506455330571,306829,1436,-81881
1506,506456028457,506456338782,310325,4715,3496
1507,506457022845,506457315198,292353,-5612,-17972
1508,506458023526,506458286819,263293,681,-29060
1509,506459023726,506459274544,250818,200,-12475
1510,506460024854,506460356304,331450,1128,80632
1511,506461025059,506461334031,308972,205,-22478
1512,506462023962,506462308195,284233,-1097,-24739
1513,506463023776,506463335923,312147,-186,27914
1514,506464023642,506464312619,288977,-134,-23170
1515,506465024538,506465408573,384035,896,95058
1516,506466023583,506466367303,343720,-955,-40315
1517,506467024339,506467354284,329945,756,-13775
1518,506468029569,506468390452,360883,5230,30938
1519,506469023555,506469368294,344739,-6014,-16144
1520,506470023667,506470337185,313518,112,-31221
1521,506471023538,506471292026,268488,-129,-45030
1522,506472023384,506472312516,289132,-154,20644
1523,506473023211,506473338975,315764,-173,26632
1524,506474023116,506474302342,279226,-95,-36538
1525,506475024239,506475369047,344808,1123,65582
1526,506476022814,506476306467,283653,-1425,-61155
1527,506477023449,506477432687,409238,635,125585
1528,506478023770,506478419667,395897,321,-13341
1529,506479023815,506479426300,402485,45,6588
1530,506480024166,506480500735,476569,351,74084
1531,506481024580,506481620050,595470,414,118901
1532,506482023546,506482641390,617844,-1034,22374
1533,506483023106,506483445547,422441,-440,-195403
1534,506484011143,506484414846,403703,-11963,-18738
1535,506485008656,506485375932,367276,-2487,-36427
1536,506486007214,506486490562,483348,-1442,116072
1537,506487026847,506487463217,436370,19633,-46978
1538,506488024369,506488470955,446586,-2478,10216
1539,506489030176,506489408467,378291,5807,-68295
1540,506490053160,506490396539,343379,22984,-34912
1541,506491033564,506491478603,445039,-19596,101660
1542,506492053233,506492409027,355794,19669,-89245
1543,506493057678,506493447140,389462,4445,33668
1544,506494054593,506494554006,499413,-3085,109951
1545,506495047112,506495375176,328064,-7481,-171349
1546,506496055531,506496435387,379856,8419,51792
1547,506497048739,506497444052,395313,-6792,15457
1548,506498029169,506498389299,360130,-19570,-35183
1549,506499027816,506499400293,372477,-1353,12347
1550,506500027934,506500348917,320983,118,-51494
1551,506501025524,506501329816,304292,-2410,-16691
1552,506502029869,506502355034,325165,4345,20873
1553,506503031240,506503405739,374499,1371,49334
1554,506504022730,506504363171,340441,-8510,-34058
1555,506505047032,506505458890,411858,24302,71417
1556,506506023978,506506399203,375225,-23054,-36633
1557,506507030048,506507484973,454925,6070,79700
1558,506508024139,506508499417,475278,-5909,20353
1559,506509023216,506509497257,474041,-923,-1237
1560,506510023450,506510331363,307913,234,-166128
1561,506511025162,506511386459,361297,1712,53384
1562,506512024254,506512376462,352208,-908,-9089
1563,506513024420,506513318130,293710,166,-58498
1564,506514024510,506514323256,298746,90,5036
1565,506515025514,506515417107,391593,1004,92847
1566,506516024089,506516397537,373448,-1425,-18145
1567,506517032448,506517361795,329347,8359,-44101
1568,506518021281,506518359272,337991,-11167,8644
1569,506519023126,506519380949,357823,1845,19832
1570,506520020676,506520335876,315200,-2450,-42623
1571,506521020803,506521327538,306735,127,-8465
1572,506522027169,506522326196,299027,6366,-7708
1573,506523021515,506523327519,306004,-5654,6977
1574,506524022568,506524343335,320767,1053,14763
1575,506525022983,506525373874,350891,415,30124
1576,506526020848,506526333837,312989,-2135,-37902
1577,506527020826,506527391178,370352,-22,57363
1578,506528021353,506528524245,502892,527,132540
1579,506529020908,506529495427,474519,-445,-28373
1580,506530066608,506530628571,561963,45700,87444
1581,506531041788,506531660697,618909,-24820,56946
1582,506532058128,506532689486,631358,16340,12449
1583,506533013798,506533584581,570783,-44330,-60575
1584,506534012299,506534612511,600212,-1499,29429
1585,506535013431,506535572401,558970,1132,-41242
1586,506536037135,506536615293,578158,23704,19188
1587,506537038896,506537395125,356229,1761,-221929
1588,506538016217,506538435409,419192,-22679,62963
1589,506539013319,506539241586,228267,-2898,-190925
1590,506540142759,506540691575,548816,129440,320549
1591,506541025795,506541693471,667676,-116964,118860
1592,506542026841,506542673823,646982,1046,-20694
1593,506543021492,506543563984,542492,-5349,-104490
