id,send_time_ns,recv_time_ns,rtt_ns,send_jitter_ns,rtt_jitter_ns,received
1366,2136448582665,1773051312202175792,1773049175753593127,12604,-19285,1
1367,2136449568759,1773051312203264390,1773049175753695631,-13906,102504,1
1368,2136450577904,1773051312204204345,1773049175753626441,9145,-69190,1
1369,2136451570226,1773051312205284987,1773049175753714761,-7678,88320,1
1370,2136452579697,1773051312206193296,1773049175753613599,9471,-101162,1
1371,2136453571203,1773051312207088692,1773049175753517489,-8494,-96110,1
1372,2136454568738,1773051312208243949,1773049175753675211,-2465,157722,1
1373,2136455579983,1773051312209182719,1773049175753602736,11245,-72475,1
1374,2136456571529,1773051312210272993,1773049175753701464,-8454,98728,1
1375,2136457581287,1773051312211166351,1773049175753585064,9758,-116400,1
1376,2136458573847,1773051312212156093,1773049175753582246,-7440,-2818,1
1377,2136459569646,1773051312213106636,1773049175753536990,-4201,-45256,1
1378,2136460568282,1773051312214266010,1773049175753697728,-1364,160738,1
1379,2136461579479,1773051312215169474,1773049175753589995,11197,-107733,1
1380,2136462570867,1773051312216287413,1773049175753716546,-8612,126551,1
1381,2136463581225,1773051312217100920,1773049175753519695,10358,-196851,1
1382,2136464571763,1773051312218254564,1773049175753682801,-9462,163106,1
1383,2136465569374,1773051312219272880,1773049175753703506,-2389,20705,1
1384,2136466579500,1773051312220250386,1773049175753670886,10126,-32620,1
1385,2136467571865,1773051312221259432,1773049175753687567,-7635,16681,1
1386,2136468580101,1773051312222174539,1773049175753594438,8236,-93129,1
1387,2136469574565,1773051312223252609,1773049175753678044,-5536,83606,1
1388,2136470580323,1773051312224264827,1773049175753684504,5758,6460,1
1389,2136471571314,1773051312225364648,1773049175753793334,-9009,108830,1
1390,2136472579376,1773051312226266677,1773049175753687301,8062,-106033,1
1391,2136473570356,1773051312227309689,1773049175753739333,-9020,52032,1
1392,2136474579539,1773051312228081669,1773049175753502130,9183,-237203,1
1393,2136475581069,1773051312229155936,1773049175753574867,1530,72737,1
1394,2136476569804,1773051312230320504,1773049175753750700,-11265,175833,1
1395,2136477579644,1773051312231150908,1773049175753571264,9840,-179436,1
1396,2136478571776,1773051312232257650,1773049175753685874,-7868,114610,1
1397,2136479601653,1773051312233242943,1773049175753641290,29877,-44584,1
1398,2136480573138,1773051312234287739,1773049175753714601,-28515,73311,1
1399,2136481581062,1773051312235186779,1773049175753605717,7924,-108884,1
1400,2136482572400,1773051312236274225,1773049175753701825,-8662,96108,1
1401,2136483580675,1773051312237153037,1773049175753572362,8275,-129463,1
1402,2136484577801,1773051312238109537,1773049175753531736,-2874,-40626,1
1403,2136485573299,1773051312239255679,1773049175753682380,-4502,150644,1
1404,2136486581622,1773051312240144641,1773049175753563019,8323,-119361,1
1405,2136487573675,1773051312241267168,1773049175753693493,-7947,130474,1
1406,2136488579767,1773051312242171945,1773049175753592178,6092,-101315,1
1407,2136489575164,1773051312243245581,1773049175753670417,-4603,78239,1
1408,2136490568903,1773051312244277520,1773049175753708617,-6261,38200,1
1409,2136491579480,1773051312245161179,1773049175753581699,10577,-126918,1
1410,2136492570698,1773051312246263301,1773049175753692603,-8782,110904,1
1411,2136493580455,1773051312247108207,1773049175753527752,9757,-164851,1
1412,2136494571608,1773051312248158500,1773049175753586892,-8847,59140,1
1413,2136495569221,1773051312249242659,1773049175753673438,-2387,86546,1
1414,2136496596141,1773051312250166137,1773049175753569996,26920,-103442,1
1415,2136497572414,1773051312251272843,1773049175753700429,-23727,130433,1
1416,2136498579677,1773051312252160497,1773049175753580820,7263,-119609,1
1417,2136499571993,1773051312253142954,1773049175753570961,-7684,-9859,1
1418,2136500572130,1773051312254260581,1773049175753688451,137,117490,1
1419,2136501578982,1773051312255120506,1773049175753541524,6852,-146927,1
1420,2136502593464,1773051312256166270,1773049175753572806,14482,31282,1
1421,2136503569627,1773051312257264267,1773049175753694640,-23837,121834,1
1422,2136504579729,1773051312258168085,1773049175753588356,10102,-106284,1
1423,2136505571303,1773051312259270643,1773049175753699340,-8426,110984,1
1424,2136506580190,1773051312260172070,1773049175753591880,8887,-107460,1
1425,2136507574617,1773051312261149231,1773049175753574614,-5573,-17266,1
1426,2136508570586,1773051312262116633,1773049175753546047,-4031,-28567,1
1427,2136509580446,1773051312263172793,1773049175753592347,9860,46300,1
1428,2136510568814,1773051312264291000,1773049175753722186,-11632,129839,1
1429,2136511577696,1773051312265165202,1773049175753587506,8882,-134680,1
1430,2136512572957,1773051312266082840,1773049175753509883,-4739,-77623,1
1431,2136513571693,1773051312267252579,1773049175753680886,-1264,171003,1
1432,2136514580170,1773051312268151866,1773049175753571696,8477,-109190,1
1433,2136515576034,1773051312269268750,1773049175753692716,-4136,121020,1
1434,2136516579894,1773051312270166460,1773049175753586566,3860,-106150,1
1435,2136517574262,1773051312271120716,1773049175753546454,-5632,-40112,1
1436,2136518587713,1773051312272282079,1773049175753694366,13451,147912,1
1437,2136519578785,1773051312273146067,1773049175753567282,-8928,-127084,1
1438,2136520572677,1773051312274297231,1773049175753724554,-6108,157272,1
1439,2136521579627,1773051312275144962,1773049175753565335,6950,-159219,1
1440,2136522576137,1773051312276123844,1773049175753547707,-3490,-17628,1
1441,2136523570811,1773051312277269708,1773049175753698897,-5326,151190,1
1442,2136524581242,1773051312278194132,1773049175753612890,10431,-86007,1
1443,2136525571756,1773051312279175659,1773049175753603903,-9486,-8987,1
1444,2136526573476,1773051312280296974,1773049175753723498,1720,119595,1
1445,2136527580955,1773051312281146193,1773049175753565238,7479,-158260,1
1446,2136528573532,1773051312282107670,1773049175753534138,-7423,-31100,1
1447,2136529572181,1773051312283269059,1773049175753696878,-1351,162740,1
1448,2136530580870,1773051312284108239,1773049175753527369,8689,-169509,1
1449,2136531575617,1773051312285264289,1773049175753688672,-5253,161303,1
1450,2136532579974,1773051312286116445,1773049175753536471,4357,-152201,1
1451,2136533590562,1773051312287121948,1773049175753531386,10588,-5085,1
1452,2136534569191,1773051312288274707,1773049175753705516,-21371,174130,1
1453,2136535577435,1773051312289219649,1773049175753642214,8244,-63302,1
1454,2136536570401,1773051312290266883,1773049175753696482,-7034,54268,1
1455,2136537579980,1773051312291106595,1773049175753526615,9579,-169867,1
1456,2136538572779,1773051312292094826,1773049175753522047,-7201,-4568,1
1457,2136539568308,1773051312293279168,1773049175753710860,-4471,188813,1
1458,2136540578057,1773051312294206857,1773049175753628800,9749,-82060,1
1459,2136541570927,1773051312295168557,1773049175753597630,-7130,-31170,1
1460,2136542570472,1773051312296250359,1773049175753679887,-455,82257,1
1461,2136543582212,1773051312297122796,1773049175753540584,11740,-139303,1
1462,2136544579221,1773051312298262942,1773049175753683721,-2991,143137,1
1463,2136545581891,1773051312299117850,1773049175753535959,2670,-147762,1
1464,2136546601011,1773051312300116291,1773049175753515280,19120,-20679,1
1465,2136547589505,1773051312301266670,1773049175753677165,-11506,161885,1
1466,2136548581331,1773051312302113422,1773049175753532091,-8174,-145074,1
1467,2136549577537,1773051312303276992,1773049175753699455,-3794,167364,1
1468,2136550581382,1773051312304148743,1773049175753567361,3845,-132094,1
1469,2136551572838,1773051312305092911,1773049175753520073,-8544,-47288,1
1470,2136552571047,1773051312306255713,1773049175753684666,-1791,164593,1
1471,2136553577715,1773051312307117656,1773049175753539941,6668,-144725,1
1472,2136554587039,1773051312308190815,1773049175753603776,9324,63835,1
1473,2136555570299,1773051312309301846,1773049175753731547,-16740,127771,1
1474,2136556578305,1773051312310174086,1773049175753595781,8006,-135766,1
1475,2136557571470,1773051312311170630,1773049175753599160,-6835,3379,1
1476,2136558570989,1773051312312258797,1773049175753687808,-481,88648,1
1477,2136559578558,1773051312313160659,1773049175753582101,7569,-105707,1
1478,2136560570936,1773051312314312754,1773049175753741818,-7622,159717,1
1479,2136561579908,1773051312315165424,1773049175753585516,8972,-156302,1
1480,2136562572080,1773051312316152456,1773049175753580376,-7828,-5140,1
1481,2136563570161,1773051312317119642,1773049175753549481,-1919,-30895,1
1482,2136564585189,1773051312318114169,1773049175753528980,15028,-20501,1
1483,2136565569894,1773051312319256713,1773049175753686819,-15295,157839,1
1484,2136566579268,1773051312320154769,1773049175753575501,9374,-111318,1
1485,2136567573087,1773051312321240166,1773049175753667079,-6181,91578,1
1486,2136568581613,1773051312322122852,1773049175753541239,8526,-125840,1
1487,2136569590367,1773051312323175622,1773049175753585255,8754,44016,1
1488,2136570569729,1773051312324305598,1773049175753735869,-20638,150614,1
1489,2136571581017,1773051312325212502,1773049175753631485,11288,-104384,1
1490,2136572573505,1773051312326339739,1773049175753766234,-7512,134749,1
1491,2136573581204,1773051312327232272,1773049175753651068,7699,-115166,1
1492,2136574570996,1773051312328145894,1773049175753574898,-10208,-76170,1
1493,2136575569899,1773051312329257820,1773049175753687921,-1097,113023,1
1494,2136576580988,1773051312330178801,1773049175753597813,11089,-90108,1
1495,2136577572165,1773051312331276205,1773049175753704040,-8823,106227,1
1496,2136578580049,1773051312332168292,1773049175753588243,7884,-115797,1
1497,2136579575960,1773051312333112551,1773049175753536591,-4089,-51652,1
1498,2136580571302,1773051312334179691,1773049175753608389,-4658,71798,1
1499,2136581571190,1773051312335121180,1773049175753549990,-112,-58399,1
1500,2136582595075,1773051312336103925,1773049175753508850,23885,-41140,1
1501,2136583570003,1773051312337244789,1773049175753674786,-25072,165936,1
1502,2136584580533,1773051312338218028,1773049175753637495,10530,-37291,1
1503,2136585574008,1773051312339289837,1773049175753715829,-6525,78334,1
1504,2136586580547,1773051312340196158,1773049175753615611,6539,-100218,1
1505,2136587572243,1773051312341084569,1773049175753512326,-8304,-103285,1
1506,2136588573019,1773051312342262018,1773049175753688999,776,176673,1
1507,2136589580898,1773051312343170775,1773049175753589877,7879,-99122,1
1508,2136590571681,1773051312344263159,1773049175753691478,-9217,101601,1
1509,2136591580998,1773051312345113675,1773049175753532677,9317,-158801,1
1510,2136592575214,1773051312346094372,1773049175753519158,-5784,-13519,1
1511,2136593573781,1773051312347259965,1773049175753686184,-1433,167026,1
1512,2136594581140,1773051312348185703,1773049175753604563,7359,-81621,1
1513,2136595573343,1773051312349288772,1773049175753715429,-7797,110866,1
1514,2136596578598,1773051312350217542,1773049175753638944,5255,-76485,1
1515,2136597571867,1773051312351085973,1773049175753514106,-6731,-124838,1
1516,2136598569879,1773051312352121290,1773049175753551411,-1988,37305,1
1517,2136599578458,1773051312353262625,1773049175753684167,8579,132756,1
1518,2136600579007,1773051312354176960,1773049175753597953,549,-86214,1
1519,2136601596362,1773051312355208621,1773049175753612259,17355,14306,1
1520,2136602569838,1773051312356250746,1773049175753680908,-26524,68649,1
1521,2136603583247,1773051312357171161,1773049175753587914,13409,-92994,1
1522,2136604574339,1773051312358250945,1773049175753676606,-8908,88692,1
1523,2136605581312,1773051312359187686,1773049175753606374,6973,-70232,1
1524,2136606572471,1773051312360081905,1773049175753509434,-8841,-96940,1
1525,2136607570981,1773051312361260191,1773049175753689210,-1490,179776,1
1526,2136608578893,1773051312362184086,1773049175753605193,7912,-84017,1
1527,2136609571923,1773051312363311105,1773049175753739182,-6970,133989,1
1528,2136610580602,1773051312364163628,1773049175753583026,8679,-156156,1
1529,2136611570968,1773051312365141124,1773049175753570156,-9634,-12870,1
1530,2136612570952,1773051312366099615,1773049175753528663,-16,-41493,1
1531,2136613573613,1773051312367276273,1773049175753702660,2661,173997,1
1532,2136614580020,1773051312368184628,1773049175753604608,6407,-98052,1
1533,2136615571507,1773051312369300777,1773049175753729270,-8513,124662,1
1534,2136616581121,1773051312370196536,1773049175753615415,9614,-113855,1
1535,2136617573026,1773051312371118231,1773049175753545205,-8095,-70210,1
1536,2136618590541,1773051312372106624,1773049175753516083,17515,-29122,1
1537,2136619570589,1773051312373282939,1773049175753712350,-19952,196267,1
1538,2136620579283,1773051312374113824,1773049175753534541,8694,-177809,1
1539,2136621574808,1773051312375254632,1773049175753679824,-4475,145283,1
1540,2136622580059,1773051312376151415,1773049175753571356,5251,-108468,1
1541,2136623573187,1773051312377264365,1773049175753691178,-6872,119822,1
1542,2136624569294,1773051312378262822,1773049175753693528,-3893,2350,1
1543,2136625580354,1773051312379126020,1773049175753545666,11060,-147862,1
1544,2136626570974,1773051312380304637,1773049175753733663,-9380,187997,1
1545,2136627579716,1773051312381182728,1773049175753603012,8742,-130651,1
1546,2136628572124,1773051312382120100,1773049175753547976,-7592,-55036,1
1547,2136629592050,1773051312383148044,1773049175753555994,19926,8018,1
1548,2136630571170,1773051312384175759,1773049175753604589,-20880,48595,1
1549,2136631570413,1773051312385276594,1773049175753706181,-757,101592,1
1550,2136632579129,1773051312386179422,1773049175753600293,8716,-105888,1
1551,2136633573429,1773051312387259733,1773049175753686304,-5700,86011,1
1552,2136634581294,1773051312388119258,1773049175753537964,7865,-148340,1
1553,2136635591609,1773051312389152052,1773049175753560443,10315,22479,1
1554,2136636570259,1773051312390306356,1773049175753736097,-21350,175654,1
1555,2136637579042,1773051312391191414,1773049175753612372,8783,-123725,1
1556,2136638573718,1773051312392152174,1773049175753578456,-5324,-33916,1
1557,2136639570068,1773051312393167573,1773049175753597505,-3650,19049,1
1558,2136640568407,1773051312394270550,1773049175753702143,-1661,104638,1
1559,2136641577739,1773051312395166277,1773049175753588538,9332,-113605,1
1560,2136642573152,1773051312396175271,1773049175753602119,-4587,13581,1
1561,2136643568390,1773051312397100182,1773049175753531792,-4762,-70327,1
1562,2136644568965,1773051312398268148,1773049175753699183,575,167391,1
1563,2136645580850,1773051312399194644,1773049175753613794,11885,-85389,1
1564,2136646573208,1773051312400300334,1773049175753727126,-7642,113332,1
1565,2136647580077,1773051312401177689,1773049175753597612,6869,-129514,1
1566,2136648572118,1773051312402178184,1773049175753606066,-7959,8454,1
1567,2136649569762,1773051312403095842,1773049175753526080,-2356,-79986,1
1568,2136650574866,1773051312404295145,1773049175753720279,5104,194199,1
1569,2136651579109,1773051312405250788,1773049175753671679,4243,-48600,1
1570,2136652570447,1773051312406214137,1773049175753643690,-8662,-27989,1
1571,2136653569599,1773051312407289914,1773049175753720315,-848,76625,1
1572,2136654578789,1773051312408182374,1773049175753603585,9190,-116730,1
1573,2136655572186,1773051312409271514,1773049175753699328,-6603,95743,1
1574,2136656581871,1773051312410181599,1773049175753599728,9685,-99600,1
1575,2136657570901,1773051312411142695,1773049175753571794,-10970,-27934,1
1576,2136658569872,1773051312412115813,1773049175753545941,-1029,-25853,1
1577,2136659571288,1773051312413254147,1773049175753682859,1416,136918,1
1578,2136660568065,1773051312414343897,1773049175753775832,-3223,92973,1
1579,2136661578098,1773051312415278927,1773049175753700829,10033,-75003,1
1580,2136662568848,1773051312416341957,1773049175753773109,-9250,72280,1
1581,2136663578174,1773051312417261059,1773049175753682885,9326,-90224,1
1582,2136664569300,1773051312418356545,1773049175753787245,-8874,104360,1
1583,2136665579422,1773051312419244792,1773049175753665370,10122,-121875,1
1584,2136666569477,1773051312420341668,1773049175753772191,-9945,106821,1
1585,2136667578536,1773051312421269810,1773049175753691274,9059,-80917,1
1586,2136668569462,1773051312422245331,1773049175753675869,-9074,-15405,1
1587,2136669569941,1773051312423368216,1773049175753798275,479,122406,1
1588,2136670578608,1773051312424259746,1773049175753681138,8667,-117137,1
1589,2136671569472,1773051312425334834,1773049175753765362,-9136,84224,1
1590,2136672579071,1773051312426287933,1773049175753708862,9599,-56500,1
1591,2136673572790,1773051312427249518,1773049175753676728,-6281,-32134,1
1592,2136674568350,1773051312428238990,1773049175753670640,-4440,-6088,1
1593,2136675569041,1773051312429343539,1773049175753774498,691,103858,1
1594,2136676579049,1773051312430292915,1773049175753713866,10008,-60632,1
1595,2136677570653,1773051312431185431,1773049175753614778,-8396,-99088,1
1596,2136678572580,1773051312432322616,1773049175753750036,1927,135258,1
1597,2136679579434,1773051312433259162,1773049175753679728,6854,-70308,1
1598,2136680569742,1773051312434342126,1773049175753772384,-9692,92656,1
1599,2136681580755,1773051312435268196,1773049175753687441,11013,-84943,1
1600,2136682570834,1773051312436242188,1773049175753671354,-9921,-16087,1
1601,2136683570851,1773051312437330151,1773049175753759300,17,87946,1
1602,2136684577611,1773051312438250215,1773049175753672604,6760,-86696,1
1603,2136685570633,1773051312439292959,1773049175753722326,-6978,49722,1
1604,2136686579326,1773051312440241420,1773049175753662094,8693,-60232,1
1605,2136687570468,1773051312441161995,1773049175753591527,-8858,-70567,1
1606,2136688569024,1773051312442328956,1773049175753759932,-1444,168405,1
1607,2136689578846,1773051312443280481,1773049175753701635,9822,-58297,1
1608,2136690569710,1773051312444363252,1773049175753793542,-9136,91907,1
1609,2136691578745,1773051312445265290,1773049175753686545,9035,-106997,1
1610,2136692570730,1773051312446236902,1773049175753666172,-8015,-20373,1
1611,2136693570320,1773051312447337586,1773049175753767266,-410,101094,1
1612,2136694578513,1773051312448217392,1773049175753638879,8193,-128387,1
1613,2136695570987,1773051312449340080,1773049175753769093,-7526,130214,1
1614,2136696580802,1773051312450247472,1773049175753666670,9815,-102423,1
1615,2136697572453,1773051312451201385,1773049175753628932,-8349,-37738,1
1616,2136698569642,1773051312452317763,1773049175753748121,-2811,119189,1
1617,2136699580618,1773051312453239374,1773049175753658756,10976,-89365,1
1618,2136700570417,1773051312454290024,1773049175753719607,-10201,60851,1
1619,2136701580967,1773051312455257450,1773049175753676483,10550,-43124,1
1620,2136702570844,1773051312456202118,1773049175753631274,-10123,-45209,1
1621,2136703568180,1773051312457294521,1773049175753726341,-2664,95067,1
1622,2136704578066,1773051312458231174,1773049175753653108,9886,-73233,1
1623,2136705569169,1773051312459343739,1773049175753774570,-8897,121462,1
1624,2136706578036,1773051312460241243,1773049175753663207,8867,-111363,1
1625,2136707569693,1773051312461356089,1773049175753786396,-8343,123189,1
1626,2136708579003,1773051312462217949,1773049175753638946,9310,-147450,1
1627,2136709568983,1773051312463313661,1773049175753744678,-10020,105732,1
1628,2136710577812,1773051312464189096,1773049175753611284,8829,-133394,1
1629,2136711569233,1773051312465194553,1773049175753625320,-8579,14036,1
1630,2136712568169,1773051312466312286,1773049175753744117,-1064,118797,1
1631,2136713577867,1773051312467211207,1773049175753633340,9698,-110777,1
1632,2136714568493,1773051312468267475,1773049175753698982,-9374,65642,1
1633,2136715578366,1773051312469208511,1773049175753630145,9873,-68837,1
1634,2136716570351,1773051312470172208,1773049175753601857,-8015,-28288,1
1635,2136717569095,1773051312471333080,1773049175753763985,-1256,162128,1
1636,2136718579412,1773051312472190619,1773049175753611207,10317,-152778,1
1637,2136719569462,1773051312473317029,1773049175753747567,-9950,136360,1
1638,2136720579200,1773051312474197936,1773049175753618736,9738,-128831,1
1639,2136721569720,1773051312475177091,1773049175753607371,-9480,-11365,1
1640,2136722569015,1773051312476290953,1773049175753721938,-705,114567,1
1641,2136723578795,1773051312477218475,1773049175753639680,9780,-82258,1
1642,2136724569681,1773051312478321473,1773049175753751792,-9114,112112,1
1643,2136725578525,1773051312479196257,1773049175753617732,8844,-134060,1
1644,2136726568228,1773051312480147791,1773049175753579563,-10297,-38169,1
1645,2136727567456,1773051312481278869,1773049175753711413,-772,131850,1
1646,2136728577527,1773051312482185479,1773049175753607952,10071,-103461,1
1647,2136729568307,1773051312483270610,1773049175753702303,-9220,94351,1
1648,2136730577613,1773051312484180180,1773049175753602567,9306,-99736,1
1649,2136731568945,1773051312485296118,1773049175753727173,-8668,124606,1
1650,2136732577895,1773051312486220830,1773049175753642935,8950,-84238,1
1651,2136733568461,1773051312487143375,1773049175753574914,-9434,-68021,1
1652,2136734567305,1773051312488325647,1773049175753758342,-1156,183428,1
1653,2136735577702,1773051312489236302,1773049175753658600,10397,-99742,1
1654,2136736568453,1773051312490354021,1773049175753785568,-9249,126968,1
1655,2136737577546,1773051312491204670,1773049175753627124,9093,-158444,1
1656,2136738569725,1773051312492319234,1773049175753749509,-7821,122385,1
1657,2136739580482,1773051312493208816,1773049175753628334,10757,-121175,1
1658,2136740569629,1773051312494113603,1773049175753543974,-10853,-84360,1
1659,2136741572896,1773051312495284992,1773049175753712096,3267,168122,1
1660,2136742584163,1773051312496194944,1773049175753610781,11267,-101315,1
1661,2136743581989,1773051312497220957,1773049175753638968,-2174,28187,1
1662,2136744578933,1773051312498233757,1773049175753654824,-3056,15856,1
1663,2136745601045,1773051312499188007,1773049175753586962,22112,-67862,1
1664,2136746580976,1773051312500273204,1773049175753692228,-20069,105266,1
1665,2136747587063,1773051312501209202,1773049175753622139,6087,-70089,1
1666,2136748572916,1773051312502305253,1773049175753732337,-14147,110198,1
1667,2136749592508,1773051312503239039,1773049175753646531,19592,-85806,1
1668,2136750573313,1773051312504151264,1773049175753577951,-19195,-68580,1
1669,2136751575150,1773051312505284433,1773049175753709283,1837,131332,1
1670,2136752586264,1773051312506214618,1773049175753628354,11114,-80929,1
1671,2136753571170,1773051312507299362,1773049175753728192,-15094,99838,1
1672,2136754582510,1773051312508078521,1773049175753496011,11340,-232181,1
1673,2136755579203,1773051312509104258,1773049175753525055,-3307,29044,1
1674,2136756573375,1773051312510217759,1773049175753644384,-5828,119329,1
1675,2136757595406,1773051312511186999,1773049175753591593,22031,-52791,1
1676,2136758576190,1773051312512329171,1773049175753752981,-19216,161388,1
1677,2136759584548,1773051312513303322,1773049175753718774,8358,-34207,1
1678,2136760574292,1773051312514203622,1773049175753629330,-10256,-89444,1
1679,2136761575284,1773051312515238471,1773049175753663187,992,33857,1
1680,2136762570465,1773051312516189437,1773049175753618972,-4819,-44215,1
1681,2136763570194,1773051312517347024,1773049175753776830,-271,157858,1
1682,2136764580915,1773051312518279760,1773049175753698845,10721,-77985,1
1683,2136765571370,1773051312519312912,1773049175753741542,-9545,42697,1
1684,2136766580660,1773051312520232632,1773049175753651972,9290,-89570,1
1685,2136767570907,1773051312521211868,1773049175753640961,-9753,-11011,1
1686,2136768569909,1773051312522324442,1773049175753754533,-998,113572,1
1687,2136769577122,1773051312523283755,1773049175753706633,7213,-47900,1
1688,2136770570060,1773051312524178662,1773049175753608602,-7062,-98031,1
1689,2136771567798,1773051312525316836,1773049175753749038,-2262,140436,1
1690,2136772577383,1773051312526226711,1773049175753649328,9585,-99710,1
1691,2136773569992,1773051312527338465,1773049175753768473,-7391,119145,1
1692,2136774579434,1773051312528207691,1773049175753628257,9442,-140216,1
1693,2136775570977,1773051312529147253,1773049175753576276,-8457,-51981,1
1694,2136776570480,1773051312530222101,1773049175753651621,-497,75345,1
1695,2136777577749,1773051312531334290,1773049175753756541,7269,104920,1
1696,2136778578819,1773051312532180909,1773049175753602090,1070,-154451,1
1697,2136779572408,1773051312533358783,1773049175753786375,-6411,184285,1
1698,2136780581536,1773051312534208939,1773049175753627403,9128,-158972,1
1699,2136781570624,1773051312535161457,1773049175753590833,-10912,-36570,1
1700,2136782571212,1773051312536314831,1773049175753743619,588,152786,1
1701,2136783578841,1773051312537177598,1773049175753598757,7629,-144862,1
1702,2136784571938,1773051312538326733,1773049175753754795,-6903,156038,1
1703,2136785580125,1773051312539227843,1773049175753647718,8187,-107077,1
1704,2136786571057,1773051312540230826,1773049175753659769,-9068,12051,1
1705,2136787571462,1773051312541323999,1773049175753752537,405,92768,1
1706,2136788578355,1773051312542179703,1773049175753601348,6893,-151189,1
1707,2136789570441,1773051312543288992,1773049175753718551,-7914,117203,1
1708,2136790577767,1773051312544216195,1773049175753638428,7326,-80123,1
1709,2136791568242,1773051312545136280,1773049175753568038,-9525,-70390,1
1710,2136792567091,1773051312546266896,1773049175753699805,-1151,131767,1
1711,2136793577666,1773051312547185299,1773049175753607633,10575,-92172,1
1712,2136794568494,1773051312548318290,1773049175753749796,-9172,142163,1
1713,2136795578932,1773051312549174624,1773049175753595692,10438,-154104,1
1714,2136796571341,1773051312550123351,1773049175753552010,-7591,-43682,1
1715,2136797573939,1773051312551269714,1773049175753695775,2598,143765,1
1716,2136798579747,1773051312552279483,1773049175753699736,5808,3961,1
1717,2136799568670,1773051312553222461,1773049175753653791,-11077,-45945,1
1718,2136800567528,1773051312554231692,1773049175753664164,-1142,10373,1
1719,2136801579443,1773051312555185460,1773049175753606017,11915,-58147,1
1720,2136802569403,1773051312556341079,1773049175753771676,-10040,165659,1
1721,2136803579026,1773051312557241950,1773049175753662924,9623,-108752,1
1722,2136804571149,1773051312558328990,1773049175753757841,-7877,94917,1
1723,2136805579467,1773051312559215862,1773049175753636395,8318,-121446,1
1724,2136806569441,1773051312560221418,1773049175753651977,-10026,15582,1
1725,2136807568201,1773051312561312551,1773049175753744350,-1240,92373,1
1726,2136808578810,1773051312562223411,1773049175753644601,10609,-99749,1
1727,2136809569628,1773051312563319963,1773049175753750335,-9182,105734,1
1728,2136810578653,1773051312564230731,1773049175753652078,9025,-98257,1
1729,2136811569895,1773051312565247358,1773049175753677463,-8758,25385,1
1730,2136812567365,1773051312566313084,1773049175753745719,-2530,68256,1
1731,2136813579736,1773051312567222770,1773049175753643034,12371,-102685,1
1732,2136814570585,1773051312568293017,1773049175753722432,-9151,79398,1
1733,2136815579194,1773051312569284976,1773049175753705782,8609,-16650,1
1734,2136816570034,1773051312570216284,1773049175753646250,-9160,-59532,1
1735,2136817567323,1773051312571157349,1773049175753590026,-2711,-56224,1
1736,2136818566862,1773051312572285954,1773049175753719092,-461,129066,1
1737,2136819577644,1773051312573198367,1773049175753620723,10782,-98369,1
1738,2136820568478,1773051312574346853,1773049175753778375,-9166,157652,1
1739,2136821577811,1773051312575220224,1773049175753642413,9333,-135962,1
1740,2136822568935,1773051312576280976,1773049175753712041,-8876,69628,1
1741,2136823577507,1773051312577216222,1773049175753638715,8572,-73326,1
1742,2136824569883,1773051312578218101,1773049175753648218,-7624,9503,1
1743,2136825567844,1773051312579310489,1773049175753742645,-2039,94427,1
1744,2136826578899,1773051312580238428,1773049175753659529,11055,-83116,1
1745,2136827569770,1773051312581322046,1773049175753752276,-9129,92747,1
1746,2136828579405,1773051312582173201,1773049175753593796,9635,-158480,1
1747,2136829570833,1773051312583171202,1773049175753600369,-8572,6573,1
1748,2136830569059,1773051312584303259,1773049175753734200,-1774,133831,1
1749,2136831578875,1773051312585226187,1773049175753647312,9816,-86888,1
1750,2136832569325,1773051312586307425,1773049175753738100,-9550,90788,1
1751,2136833577931,1773051312587241655,1773049175753663724,8606,-74376,1
1752,2136834569257,1773051312588242680,1773049175753673423,-8674,9699,1
1753,2136835567830,1773051312589318447,1773049175753750617,-1427,77194,1
1754,2136836578189,1773051312590206389,1773049175753628200,10359,-122417,1
1755,2136837569012,1773051312591312238,1773049175753743226,-9177,115026,1
1756,2136838577798,1773051312592187875,1773049175753610077,8786,-133149,1
1757,2136839568874,1773051312593230024,1773049175753661150,-8924,51073,1
1758,2136840567328,1773051312594296680,1773049175753729352,-1546,68202,1
1759,2136841577685,1773051312595259202,1773049175753681517,10357,-47835,1
1760,2136842569371,1773051312596307136,1773049175753737765,-8314,56248,1
1761,2136843578187,1773051312597160785,1773049175753582598,8816,-155167,1
1762,2136844572180,1773051312598244091,1773049175753671911,-6007,89313,1
1763,2136845568480,1773051312599329235,1773049175753760755,-3700,88844,1
1764,2136846580273,1773051312600273264,1773049175753692991,11793,-67764,1
1765,2136847570711,1773051312601330871,1773049175753760160,-9562,67169,1
1766,2136848579549,1773051312602207964,1773049175753628415,8838,-131745,1
1767,2136849569542,1773051312603229987,1773049175753660445,-10007,32030,1
1768,2136850568180,1773051312604282657,1773049175753714477,-1362,54032,1
1769,2136851580560,1773051312605211862,1773049175753631302,12380,-83175,1
1770,2136852570350,1773051312606317178,1773049175753746828,-10210,115526,1
1771,2136853579619,1773051312607222987,1773049175753643368,9269,-103460,1
1772,2136854570349,1773051312608211740,1773049175753641391,-9270,-1977,1
1773,2136855568400,1773051312609314159,1773049175753745759,-1949,104368,1
1774,2136856577580,1773051312610217200,1773049175753639620,9180,-106139,1
1775,2136857568838,1773051312611292864,1773049175753724026,-8742,84406,1
