id,send_time_ns,recv_time_ns,rtt_ns,send_jitter_ns,rtt_jitter_ns
954,1710112071816,1710112172429,100613,425733,-1348657
955,1710112645467,1710112715951,70484,-426349,-30129
956,1710113645482,1710113747106,101624,15,31140
957,1710114645599,1710114726843,81244,117,-20380
958,1710115645383,1710115729521,84138,-216,2894
959,1710116644850,1710116741213,96363,-533,12225
960,1710117645520,1710117723053,77533,670,-18830
961,1710118645110,1710118739689,94579,-410,17046
962,1710120006411,1710120093396,86985,361301,-7594
963,1710120645531,1710120721266,75735,-360880,-11250
964,1710121645244,1710121729846,84602,-287,8867
965,1710122646743,1710122724958,78215,1499,-6387
966,1710123645133,1710123737927,92794,-1610,14579
967,1710124644900,1710124763734,118834,-233,26040
968,1710125645752,1710125731045,85293,852,-33541
969,1710126644705,1710126719943,75238,-1047,-10055
970,1710127645282,1710127724242,78960,577,3722
971,1710128645523,1710128735794,90271,241,11311
972,1710129645275,1710129709571,64296,-248,-25975
973,1710130645208,1710130731343,86135,-67,21839
974,1710131644744,1710131737634,92890,-464,6755
975,1710132645415,1710132713278,67863,671,-25027
976,1710133644829,1710133708839,64010,-586,-3853
977,1710134646208,1710134720620,74412,1379,10402
978,1710135645995,1710135712482,66487,-213,-7925
979,1710136644762,1710136722739,77977,-1233,11490
980,1710137644811,1710137725544,80733,49,2756
981,1710138645700,1710138738894,93194,889,12461
982,1710139645591,1710139745346,99755,-109,6561
983,1710140645483,1710140734052,88569,-108,-11186
984,1710141645243,1710141745397,100154,-240,11585
985,1710142646131,1710142731916,85785,888,-14369
986,1710143644976,1710143747854,102878,-1155,17093
987,1710144645090,1710144730866,85776,114,-17102
988,1710145644873,1710145716767,71894,-217,-13882
989,1710146644839,1710146744224,99385,-34,27491
990,1710147645324,1710147729919,84595,485,-14790
991,1710148645394,1710149078676,433282,70,348687
992,1710149648322,1710149714710,66388,2928,-366894
993,1710150646789,1710150736571,89782,-1533,23394
994,1710151647204,1710151719298,72094,415,-17688
995,1710152644543,1710152727647,83104,-2661,11010
996,1710153672181,1710153783365,111184,27638,28080
997,1710154668394,1710154750072,81678,-3787,-29506
998,1710155647433,1710155736064,88631,-20961,6953
999,1710156645689,1710156749831,104142,-1744,15511
1000,1710157644844,1710157762842,117998,-845,13856
1001,1710158785894,1710158869421,83527,141050,-34471
1002,1710159645393,1710159724445,79052,-140501,-4475
1003,1710160645815,1710160744134,98319,422,19267
1004,1710161645725,1710164159432,2513707,-90,2415388
1005,1710164074442,1710164173967,99525,1428717,-2414182
1006,1710164644430,1710164732700,88270,-430012,-11255
1007,1710165644982,1710165726452,81470,552,-6800
1008,1710166645515,1710166726410,80895,533,-575
1009,1710167646115,1710167714790,68675,600,-12220
1010,1710168645017,1710168738035,93018,-1098,24343
1011,1710169645474,1710169723377,77903,457,-15115
1012,1710170644921,1710170728963,84042,-553,6139
1013,1710171644560,1710171736227,91667,-361,7625
1014,1710172645518,1710172726180,80662,958,-11005
1015,1710173645101,1710173722571,77470,-417,-3192
1016,1710174645686,1710174730685,84999,585,7529
1017,1710175645506,1710175724634,79128,-180,-5871
1018,1710176645341,1710178080145,1434804,-165,1355676
1019,1710178060274,1710178152144,91870,414933,-1342934
1020,1710178645377,1710178713961,68584,-414897,-23286
1021,1710179645304,1710179729687,84383,-73,15799
1022,1710180645826,1710180723993,78167,522,-6216
1023,1710181645534,1710181722711,77177,-292,-990
1024,1710182645609,1710182798835,153226,75,76049
1025,1710183645152,1710183726782,81630,-457,-71596
1026,1710184644895,1710184729353,84458,-257,2828
1027,1710185645818,1710185730564,84746,923,288
1028,1710186645165,1710186723335,78170,-653,-6576
1029,1710187645096,1710187747410,102314,-69,24144
1030,1710188646662,1710188736367,89705,1566,-12609
1031,1710189645687,1710189726871,81184,-975,-8521
1032,1710190645537,1710190736087,90550,-150,9366
1033,1710191645732,1710191714233,68501,195,-22049
1034,1710192644902,1710192713930,69028,-830,527
1035,1710193645065,1710193721188,76123,163,7095
1036,1710194645843,1710194719325,73482,778,-2641
1037,1710195645190,1710195726907,81717,-653,8235
1038,1710196645025,1710196725671,80646,-165,-1071
1039,1710197646313,1710197731876,85563,1288,4917
1040,1710198645430,1710198722782,77352,-883,-8211
1041,1710199645301,1710199728660,83359,-129,6007
1042,1710200645826,1710200723708,77882,525,-5477
1043,1710201645191,1710201717580,72389,-635,-5493
1044,1710202645553,1710202734514,88961,362,16572
1045,1710203645972,1710203728379,82407,419,-6554
1046,1710204645461,1710204737199,91738,-511,9331
1047,1710205645350,1710205719388,74038,-111,-17700
1048,1710206645243,1710206732210,86967,-107,12929
1049,1710207653808,1710207733876,80068,8565,-6899
1050,1710208644891,1710208719652,74761,-8917,-5307
1051,1710209645338,1710209731196,85858,447,11097
1052,1710210645478,1710210727016,81538,140,-4320
1053,1710211645221,1710211723527,78306,-257,-3232
1054,1710212644999,1710212737687,92688,-222,14382
1055,1710213645753,1710213737083,91330,754,-1358
1056,1710214645730,1710214721803,76073,-23,-15257
1057,1710215645165,1710215735318,90153,-565,14080
1058,1710216646296,1710216741096,94800,1131,4647
1059,1710217645036,1710217741906,96870,-1260,2070
1060,1710218644993,1710218732691,87698,-43,-9172
1061,1710219645102,1710219724654,79552,109,-8146
1062,1710220644760,1710220743234,98474,-342,18922
1063,1710221645998,1710221712297,66299,1238,-32175
1064,1710222645220,1710222727809,82589,-778,16290
1065,1710223645931,1710223727196,81265,711,-1324
1066,1710224645049,1710224731892,86843,-882,5578
1067,1710225645213,1710225753695,108482,164,21639
1068,1710226646063,1710226741744,95681,850,-12801
1069,1710228006596,1710228081200,74604,360533,-21077
1070,1710228645544,1710228718705,73161,-361052,-1443
1071,1710229645332,1710229724974,79642,-212,6481
1072,1710230645610,1710230738045,92435,278,12793
1073,1710231644731,1710231733176,88445,-879,-3990
1074,1710232645073,1710232746539,101466,342,13021
1075,1710233645993,1710233747708,101715,920,249
1076,1710234645283,1710234732440,87157,-710,-14558
1077,1710235645703,1710235744459,98756,420,11599
1078,1710236645808,1710236736317,90509,105,-8247
1079,1710237645525,1710237742046,96521,-283,6012
1080,1710238645062,1710241100264,2455202,-463,2358681
1081,1710241078145,1710241183816,105671,1433083,-2349531
1082,1710241645021,1710241713865,68844,-433124,-36827
1083,1710242645623,1710242724153,78530,602,9686
1084,1710243646043,1710243714102,68059,420,-10471
1085,1710244645288,1710244715934,70646,-755,2587
1086,1710245645554,1710245746426,100872,266,30226
1087,1710246646113,1710246730590,84477,559,-16395
1088,1710247646724,1710247730815,84091,611,-386
1089,1710248644965,1710248740309,95344,-1759,11253
1090,1710249645644,1710249748183,102539,679,7195
1091,1710250644940,1710250731504,86564,-704,-15975
1092,1710251645620,1710251729480,83860,680,-2704
1093,1710252646307,1710252725410,79103,687,-4757
1094,1710253645582,1710253715275,69693,-725,-9410
1095,1710254645036,1710254729791,84755,-546,15062
1096,1710255647205,1710255715689,68484,2169,-16271
1097,1710256645668,1710256742910,97242,-1537,28758
1098,1710257645890,1710257714436,68546,222,-28696
1099,1710258645522,1710258718973,73451,-368,4905
1100,1710259645562,1710259740101,94539,40,21088
1101,1710260645572,1710260723956,78384,10,-16155
1102,1710261645273,1710261716916,71643,-299,-6741
1103,1710262646505,1710262735216,88711,1232,17068
1104,1710263645856,1710263718263,72407,-649,-16304
1105,1710264644807,1710264744268,99461,-1049,27054
1106,1710265645155,1710265713954,68799,348,-30662
1107,1710266644996,1710266734209,89213,-159,20414
1108,1710267645850,1710267719768,73918,854,-15295
1109,1710268645106,1710268720499,75393,-744,1475
1110,1710269644618,1710269732608,87990,-488,12597
1111,1710270645699,1710270741903,96204,1081,8214
1112,1710271644655,1710271719499,74844,-1044,-21360
1113,1710272645371,1710272719929,74558,716,-286
1114,1710273645601,1710273721704,76103,230,1545
1115,1710274644859,1710274719117,74258,-742,-1845
1116,1710275644982,1710275744405,99423,123,25165
1117,1710276645712,1710276719960,74248,730,-25175
1118,1710277645473,1710277720995,75522,-239,1274
1119,1710278645069,1710278748311,103242,-404,27720
1120,1710279645795,1710279726683,80888,726,-22354
1121,1710280645022,1710280730675,85653,-773,4765
1122,1710281645418,1710281734643,89225,396,3572
1123,1710282646778,1710282715963,69185,1360,-20040
1124,1710283644819,1710283714142,69323,-1959,138
1125,1710284645185,1710284732736,87551,366,18228
1126,1710285645724,1710285735476,89752,539,2201
1127,1710286645249,1710286735115,89866,-475,114
1128,1710287645178,1710287746494,101316,-71,11450
1129,1710288645896,1710288734640,88744,718,-12572
1130,1710289645944,1710289756293,110349,48,21605
1131,1710291007707,1710291098728,91021,361763,-19328
1132,1710291645469,1710291728886,83417,-362238,-7604
1133,1710292644496,1710292725047,80551,-973,-2866
1134,1710293645447,1710293734569,89122,951,8571
1135,1710294645211,1710294747308,102097,-236,12975
1136,1710295644998,1710295742545,97547,-213,-4550
1137,1710296646215,1710296719349,73134,1217,-24413
1138,1710297645560,1710297729270,83710,-655,10576
1139,1710298645221,1710298732032,86811,-339,3101
1140,1710301007997,1710301084963,76966,1362776,-9845
1141,1710301645404,1710301714844,69440,-362593,-7526
1142,1710302645369,1710302724348,78979,-35,9539
1143,1710303646342,1710303717593,71251,973,-7728
1144,1710304645571,1710304715005,69434,-771,-1817
1145,1710305645186,1710305763938,118752,-385,49318
1146,1710306645319,1710306727994,82675,133,-36077
1147,1710307645682,1710307726659,80977,363,-1698
1148,1710308645329,1710308741324,95995,-353,15018
1149,1710309645987,1710309722863,76876,658,-19119
1150,1710310645291,1710310748767,103476,-696,26600
1151,1710311645220,1710311736281,91061,-71,-12415
1152,1710312645641,1710312721268,75627,421,-15434
1153,1710313645411,1710313731801,86390,-230,10763
1154,1710314645852,1710314745330,99478,441,13088
1155,1710315646086,1710315725168,79082,234,-20396
1156,1710316644534,1710316715995,71461,-1552,-7621
1157,1710317646062,1710317724490,78428,1528,6967
1158,1710318645903,1710318716521,70618,-159,-7810
1159,1710319645282,1710319716215,70933,-621,315
1160,1710320645523,1710320749297,103774,241,32841
1161,1710321645841,1710321734798,88957,318,-14817
1162,1710322646681,1710322734602,87921,840,-1036
1163,1710323645593,1710323747302,101709,-1088,13788
1164,1710324646268,1710324741589,95321,675,-6388
1165,1710325646330,1710325758146,111816,62,16495
1166,1710326645656,1710326744300,98644,-674,-13172
1167,1710327646039,1710327732083,86044,383,-12600
1168,1710328646466,1710328730207,83741,427,-2303
1169,1710329645996,1710329738650,92654,-470,8913
1170,1710330645420,1710330745440,100020,-576,7366
1171,1710331646069,1710331726447,80378,649,-19642
1172,1710332644924,1710332731805,86881,-1145,6503
1173,1710333644895,1710333754174,109279,-29,22398
1174,1710334645085,1710334713655,68570,190,-40709
1175,1710335644951,1710335711615,66664,-134,-1906
1176,1710336645913,1710336723417,77504,962,10840
1177,1710337645486,1710337729648,84162,-427,6658
1178,1710338645436,1710338727219,81783,-50,-2379
1179,1710339645371,1710339725508,80137,-65,-1646
1180,1710340645677,1710340736557,90880,306,10743
1181,1710342813586,1710343378839,565253,1167909,474373
1182,1710343646765,1710343739014,92249,-166821,-473004
1183,1710344645621,1710344747455,101834,-1144,9585
1184,1710345646427,1710345732714,86287,806,-15547
1185,1710346645728,1710346741947,96219,-699,9932
1186,1710347645466,1710347740409,94943,-262,-1276
1187,1710348646006,1710348734478,88472,540,-6471
1188,1710349645034,1710349724902,79868,-972,-8604
1189,1710350645330,1710350735101,89771,296,9903
1190,1710351645466,1710351721941,76475,136,-13296
1191,1710352645322,1710352747681,102359,-144,25884
1192,1710353645883,1710353727350,81467,561,-20892
1193,1710354644672,1710354724646,79974,-1211,-1493
1194,1710355646348,1710355732702,86354,1676,6380
1195,1710356645517,1710356727491,81974,-831,-4380
1196,1710357617052,1710357692958,75906,-28465,-6068
1197,1710358645596,1710358724022,78426,28544,2520
1198,1710359647819,1710359742862,95043,2223,16617
1199,1710360646035,1710360739933,93898,-1784,-1145
1200,1710361645650,1710361746991,101341,-385,7443
1201,1710362647186,1710362737457,90271,1536,-11070
1202,1710363645949,1710363725230,79281,-1237,-10990
1203,1710364645328,1710364736153,90825,-621,11544
1204,1710365645450,1710365719619,74169,122,-16656
1205,1710366645559,1710366737331,91772,109,17603
1206,1710367645076,1710367729474,84398,-483,-7374
1207,1710368644847,1710368731422,86575,-229,2177
1208,1710369645778,1710369733199,87421,931,846
1209,1710370645130,1710370734353,89223,-648,1802
1210,1710371645238,1710371740855,95617,108,6394
1211,1710372646143,1710372732631,86488,905,-9129
1212,1710373645433,1710373726187,80754,-710,-5734
1213,1710374644966,1710374729417,84451,-467,3697
1214,1710375645574,1710375745486,99912,608,15461
1215,1710376654399,1710376732194,77795,8825,-22117
1216,1710377645351,1710377722269,76918,-9048,-877
1217,1710378646474,1710378725476,79002,1123,2084
1218,1710379644932,1710379724287,79355,-1542,353
1219,1710380645941,1710380727797,81856,1009,2501
1220,1710381645969,1710381728737,82768,28,912
1221,1710382645299,1710382718904,73605,-670,-9163
1222,1710383645879,1710383745524,99645,580,26040
1223,1710384646404,1710384716327,69923,525,-29722
1224,1710385645243,1710385750844,105601,-1161,35678
1225,1710386645971,1710386724902,78931,728,-26670
1226,1710387645513,1710387733608,88095,-458,9164
1227,1710388645787,1710388738299,92512,274,4417
1228,1710389645957,1710389723131,77174,170,-15338
1229,1710390646180,1710390747823,101643,223,24469
1230,1710391645533,1710391728320,82787,-647,-18856
1231,1710392645379,1710392746206,100827,-154,18040
1232,1710393645918,1710393724649,78731,539,-22096
1233,1710394645465,1710394733403,87938,-453,9207
1234,1710395645048,1710395730800,85752,-417,-2186
1235,1710396644863,1710396748749,103886,-185,18134
1236,1710397645582,1710397734233,88651,719,-15235
1237,1710398645575,1710398737312,91737,-7,3086
1238,1710399645098,1710401102655,1457557,-477,1365820
1239,1710401077014,1710401197562,120548,431916,-1337009
1240,1710401645382,1710401721470,76088,-431632,-44460
1241,1710402645312,1710402723992,78680,-70,2592
1242,1710403645337,1710403726195,80858,25,2178
1243,1710404645054,1710404714933,69879,-283,-10979
1244,1710405645172,1710405748509,103337,118,33458
1245,1710406645502,1710406723323,77821,330,-25516
1246,1710407645475,1710407712754,67279,-27,-10542
1247,1710408645266,1710408728215,82949,-209,15670
1248,1710409646034,1710409729482,83448,768,499
1249,1710410644820,1710410729790,84970,-1214,1522
1250,1710411645255,1710411728598,83343,435,-1627
1251,1710412645043,1710412744453,99410,-212,16067
1252,1710413645705,1710413718122,72417,662,-26993
1253,1710414644966,1710414728269,83303,-739,10886
1254,1710415645352,1710415730725,85373,386,2070
1255,1710416645663,1710416739496,93833,311,8460
1256,1710417645678,1710417729535,83857,15,-9976
1257,1710418645004,1710418726584,81580,-674,-2277
1258,1710419645993,1710419733798,87805,989,6225
1259,1710420645523,1710420731448,85925,-470,-1880
1260,1710421645729,1710421733065,87336,206,1411
1261,1710422646044,1710422735070,89026,315,1690
1262,1710423645137,1710423732994,87857,-907,-1169
1263,1710424645263,1710424743852,98589,126,10732
1264,1710427009871,1710427086007,76136,1364608,-22453
1265,1710427645554,1710427719974,74420,-364317,-1716
1266,1710428645072,1710428725498,80426,-482,6006
1267,1710429645551,1710429718531,72980,479,-7446
1268,1710430645389,1710430731188,85799,-162,12819
1269,1710431645280,1710431748034,102754,-109,16955
1270,1710432645942,1710432738165,92223,662,-10531
1271,1710433645559,1710433717189,71630,-383,-20593
1272,1710434644814,1710434731652,86838,-745,15208
1273,1710435645621,1710435735710,90089,807,3251
1274,1710436644915,1710436737972,93057,-706,2968
1275,1710437646057,1710437742215,96158,1142,3101
1276,1710438645755,1710438712988,67233,-302,-28925
1277,1710439645360,1710439720666,75306,-395,8073
1278,1710440645925,1710440714928,69003,565,-6303
1279,1710441644727,1710441710821,66094,-1198,-2909
1280,1710442646371,1710442739703,93332,1644,27238
1281,1710443646057,1710443716526,70469,-314,-22863
1282,1710444645695,1710444732396,86701,-362,16232
1283,1710445645938,1710445726173,80235,243,-6466
1284,1710446646035,1710446720191,74156,97,-6079
1285,1710447645258,1710447725283,80025,-777,5869
1286,1710448645178,1710448724918,79740,-80,-285
1287,1710449645729,1710451108222,1462493,551,1382753
1288,1710451083151,1710451187921,104770,437422,-1357723
1289,1710451645138,1710451723187,78049,-438013,-26721
1290,1710452645140,1710452730315,85175,2,7126
1291,1710453647045,1710453717995,70950,1905,-14225
1292,1710454645612,1710454725084,79472,-1433,8522
1293,1710455646546,1710455734881,88335,934,8863
1294,1710456645625,1710456730404,84779,-921,-3556
1295,1710457645081,1710457735540,90459,-544,5680
1296,1710458646236,1710458725762,79526,1155,-10933
1297,1710459645534,1710459730342,84808,-702,5282
1298,1710460645725,1710460723999,78274,191,-6534
1299,1710461644830,1710461730939,86109,-895,7835
1300,1710462648129,1710462729474,81345,3299,-4764
1301,1710463645556,1710463726243,80687,-2573,-658
1302,1710464644953,1710464741879,96926,-603,16239
1303,1710465645856,1710465723243,77387,903,-19539
1304,1710466644957,1710466729970,85013,-899,7626
1305,1710467645079,1710467720792,75713,122,-9300
1306,1710468645345,1710468735139,89794,266,14081
1307,1710469645318,1710469725633,80315,-27,-9479
1308,1710470645005,1710470721805,76800,-313,-3515
1309,1710471644820,1710471731618,86798,-185,9998
1310,1710472646028,1710472748026,101998,1208,15200
1311,1710473644983,1710475093052,1448069,-1045,1346071
1312,1710475067751,1710475169315,101564,422768,-1346505
1313,1710475645341,1710475716358,71017,-422410,-30547
1314,1710476644741,1710476731354,86613,-600,15596
1315,1710477646731,1710477722488,75757,1990,-10856
1316,1710478645185,1710478731247,86062,-1546,10305
1317,1710479645127,1710479735701,90574,-58,4512
1318,1710480645572,1710480727628,82056,445,-8518
1319,1710481645644,1710481727975,82331,72,275
1320,1710482644943,1710482740813,95870,-701,13539
1321,1710483645530,1710483730803,85273,587,-10597
1322,1710484645056,1710484720127,75071,-474,-10202
1323,1710485645330,1710485721985,76655,274,1584
1324,1710486645520,1710486728783,83263,190,6608
1325,1710487645651,1710487728152,82501,131,-762
1326,1710488645683,1710488722665,76982,32,-5519
1327,1710489645357,1710489726536,81179,-326,4197
1328,1710490645440,1710490723261,77821,83,-3358
1329,1710491646076,1710491735038,88962,636,11141
1330,1710492645229,1710492732022,86793,-847,-2169
1331,1710493645313,1710493729566,84253,84,-2540
1332,1710494645054,1710494755994,110940,-259,26687
1333,1710495645579,1710495742045,96466,525,-14474
1334,1710496645119,1710496827656,182537,-460,86071
1335,1710497645440,1710497731871,86431,321,-96106
1336,1710498645225,1710498735210,89985,-215,3554
1337,1710499645773,1710499728380,82607,548,-7378
1338,1710500644947,1710500737123,92176,-826,9569
1339,1710501645132,1710501731828,86696,185,-5480
1340,1710502645340,1710502742420,97080,208,10384
1341,1710503646540,1710503731134,84594,1200,-12486
1342,1710504645914,1710504725997,80083,-626,-4511
1343,1710505645346,1710505737436,92090,-568,12007
1344,1710506645516,1710506734167,88651,170,-3439
1345,1710507645231,1710507731779,86548,-285,-2103
1346,1710508644907,1710508732788,87881,-324,1333
1347,1710509645209,1710509737352,92143,302,4262
1348,1710511006402,1710511089478,83076,361193,-9067
1349,1710511645369,1710511718442,73073,-361033,-10003
1350,1710513006201,1710513089237,83036,360832,9963
1351,1710513645344,1710513723656,78312,-360857,-4724
1352,1710514646070,1710514723363,77293,726,-1019
1353,1710516727257,1710516818988,91731,1081187,14438
1354,1710517645560,1710517717013,71453,-81697,-20278
1355,1710518644862,1710518729854,84992,-698,13539
1356,1710519645923,1710519719340,73417,1061,-11575
1357,1710520644873,1710520728893,84020,-1050,10603
1358,1710521645886,1710521724785,78899,1013,-5121
1359,1710522645340,1710522726545,81205,-546,2306
1360,1710523644963,1710523730640,85677,-377,4472
1361,1710524645427,1710524723563,78136,464,-7541
1362,1710525645401,1710525734804,89403,-26,11267
1363,1710526645077,1710526725229,80152,-324,-9251
1364,1710527645085,1710527714126,69041,8,-11111
1365,1710528645366,1710528721802,76436,281,7395
1366,1710529646019,1710529744030,98011,653,21575
1367,1710530644928,1710530733542,88614,-1091,-9397
1368,1710531645072,1710531773594,128522,144,39908
1369,1710532645826,1710532744103,98277,754,-30245
1370,1710533644986,1710534091757,446771,-840,348494
1371,1710534645256,1710534717131,71875,270,-374896
1372,1710535645316,1710535742838,97522,60,25647
1373,1710536646138,1710536720048,73910,822,-23612
1374,1710537645087,1710537720630,75543,-1051,1633
1375,1710538647095,1710538737750,90655,2008,15112
1376,1710541008129,1710541086388,78259,1361034,-12396
1377,1710541645301,1710541716097,70796,-362828,-7463
1378,1710542646132,1710542730026,83894,831,13098
1379,1710543645776,1710543716729,70953,-356,-12941
1380,1710544645134,1710544733240,88106,-642,17153
1381,1710545646694,1710545729192,82498,1560,-5608
1382,1710546645275,1710546716643,71368,-1419,-11130
1383,1710547645134,1710547733832,88698,-141,17330
1384,1710548645636,1710548717680,72044,502,-16654
1385,1710549645240,1710549746135,100895,-396,28851
1386,1710550645511,1710550748442,102931,271,2036
1387,1710551645981,1710551727408,81427,470,-21504
1388,1710552645543,1710552742542,96999,-438,15572
1389,1710553644790,1710554808499,1163709,-753,1066710
1390,1710554785669,1710554877994,92325,140879,-1071384
1391,1710555646147,1710555716973,70826,-139522,-21499
1392,1710556645048,1710556737658,92610,-1099,21784
1393,1710557645870,1710557724069,78199,822,-14411
1394,1710558645106,1710558725659,80553,-764,2354
1395,1710559645537,1710559742635,97098,431,16545
1396,1710560645617,1710560716799,71182,80,-25916
1397,1710561644967,1710561731861,86894,-650,15712
1398,1710562647601,1710562746033,98432,2634,11538
1399,1710563645346,1710563733773,88427,-2255,-10005
1400,1710564645074,1710564748599,103525,-272,15098
1401,1710566006514,1710566095021,88507,361440,-15018
1402,1710566645353,1710566721109,75756,-361161,-12751
1403,1710567645383,1710567721962,76579,30,823
1404,1710568645800,1710568724053,78253,417,1674
1405,1710569645185,1710569732661,87476,-615,9223
1406,1710572008459,1710572085881,77422,1363274,-10054
1407,1710572645083,1710572715140,70057,-363376,-7365
1408,1710573645715,1710573730366,84651,632,14594
1409,1710574645729,1710574729388,83659,14,-992
1410,1710575644843,1710575717880,73037,-886,-10622
1411,1710576645259,1710576731497,86238,416,13201
1412,1710577645874,1710577729594,83720,615,-2518
1413,1710578645862,1710578746345,100483,-12,16763
1414,1710579645232,1710579758570,113338,-630,12855
1415,1710580646149,1710580740179,94030,917,-19308
1416,1710581645027,1710581737009,91982,-1122,-2048
1417,1710582645092,1710582769063,123971,65,31989
1418,1710583645758,1710583757991,112233,666,-11738
1419,1710584790497,1710584892903,102406,144739,-9827
1420,1710585646800,1710585744371,97571,-143697,-4835
1421,1710586645304,1710586755126,109822,-1496,12251
1422,1710589007261,1710589090212,82951,1361957,-26871
1423,1710589645214,1710589721043,75829,-362047,-7122
1424,1710590645130,1710590726566,81436,-84,5607
1425,1710591645390,1710591721260,75870,260,-5566
1426,1710592645783,1710592719325,73542,393,-2328
1427,1710593644843,1710593737958,93115,-940,19573
1428,1710594645904,1710594737709,91805,1061,-1310
1429,1710595645068,1710595735754,90686,-836,-1119
1430,1710596645646,1710596736981,91335,578,649
1431,1710597645440,1710597730920,85480,-206,-5855
1432,1710598644856,1710598716496,71640,-584,-13840
1433,1710599645316,1710599728523,83207,460,11567
1434,1710600645833,1710600726187,80354,517,-2853
1435,1710601645267,1710601725164,79897,-566,-457
1436,1710602645610,1710602736386,90776,343,10879
1437,1710603646014,1710603719680,73666,404,-17110
1438,1710604644859,1710604728415,83556,-1155,9890
1439,1710605644966,1710605748297,103331,107,19775
1440,1710606645453,1710606733841,88388,487,-14943
1441,1710607644848,1710607737005,92157,-605,3769
1442,1710608645392,1710608753097,107705,544,15548
1443,1710609645607,1710609760757,115150,215,7445
1444,1710610645159,1710610733708,88549,-448,-26601
1445,1710611645057,1710611721907,76850,-102,-11699
1446,1710612645088,1710612735735,90647,31,13797
1447,1710613645841,1710613726136,80295,753,-10352
1448,1710614644944,1710614727521,82577,-897,2282
1449,1710615645718,1710615736228,90510,774,7933
1450,1710616645111,1710616734066,88955,-607,-1555
1451,1710618008592,1710618088039,79447,363481,-9508
1452,1710618645576,1710618713226,67650,-363016,-11797
1453,1710619645066,1710619730651,85585,-510,17935
1454,1710620646676,1710620725328,78652,1610,-6933
1455,1710621645446,1710621734889,89443,-1230,10791
1456,1710622645426,1710622745462,100036,-20,10593
1457,1710623645709,1710623736326,90617,283,-9419
1458,1710625007963,1710625102255,94292,362254,3675
1459,1710625645274,1710625727595,82321,-362689,-11971
1460,1710626644923,1710626744099,99176,-351,16855
1461,1710627646885,1710627731948,85063,1962,-14113
1462,1710628645557,1710628762793,117236,-1328,32173
1463,1710629646310,1710630193819,547509,753,430273
1464,1710630645510,1710630725118,79608,-800,-467901
1465,1710631645178,1710631747165,101987,-332,22379
1466,1710632647109,1710632736774,89665,1931,-12322
1467,1710633645347,1710633733262,87915,-1762,-1750
1468,1710634645567,1710635028626,383059,220,295144
1469,1710635645740,1710635717203,71463,173,-311596
1470,1710636645678,1710636734051,88373,-62,16910
1471,1710637645547,1710637758703,113156,-131,24783
1472,1710639006118,1710639087357,81239,360571,-31917
1473,1710639645360,1710639721484,76124,-360758,-5115
1474,1710640645382,1710640752819,107437,22,31313
1475,1710641646484,1710641727834,81350,1102,-26087
1476,1710642645664,1710642744683,99019,-820,17669
1477,1710643644337,1710643723403,79066,-1327,-19953
1478,1710644646100,1710644726889,80789,1763,1723
1479,1710645645531,1710645718708,73177,-569,-7612
1480,1710646645968,1710646758880,112912,437,39735
1481,1710647645905,1710649035609,1389704,-63,1276792
1482,1710649009608,1710649110906,101298,363703,-1288406
1483,1710649645132,1710649724972,79840,-364476,-21458
1484,1710650645373,1710650727095,81722,241,1882
1485,1710651645823,1710651719795,73972,450,-7750
1486,1710652645308,1710652718393,73085,-515,-887
1487,1710653645765,1710653728206,82441,457,9356
1488,1710654645972,1710654734307,88335,207,5894
1489,1710655647462,1710655719489,72027,1490,-16308
1490,1710656645453,1710656729587,84134,-2009,12107
1491,1710657645589,1710657733215,87626,136,3492
1492,1710658644946,1710658716101,71155,-643,-16471
1493,1710659644907,1710659743496,98589,-39,27434
1494,1710660645781,1710660729929,84148,874,-14441
1495,1710661644981,1710661726605,81624,-800,-2524
1496,1710662646436,1710662737785,91349,1455,9725
1497,1710663645503,1710663719587,74084,-933,-17265
1498,1710664644740,1710664745693,100953,-763,26869
1499,1710665646590,1710665722444,75854,1850,-25099
1500,1710666645845,1710666723531,77686,-745,1832
1501,1710667645627,1710667721511,75884,-218,-1802
1502,1710668645113,1710668721690,76577,-514,693
1503,1710669644983,1710669736282,91299,-130,14722
1504,1710670645579,1710670730189,84610,596,-6689
1505,1710671645109,1710671744967,99858,-470,15248
1506,1710672644985,1710674034313,1389328,-124,1289470
1507,1710674011521,1710674108595,97074,366536,-1292254
1508,1710674645742,1710674725890,80148,-365779,-16926
1509,1710675645365,1710675731273,85908,-377,5760
1510,1710676645599,1710676720413,74814,234,-11094
1511,1710677644811,1710677733929,89118,-788,14304
1512,1710678645084,1710678731231,86147,273,-2971
1513,1710679645937,1710679735128,89191,853,3044
1514,1710680631976,1710680707880,75904,-13961,-13287
1515,1710681645142,1710681725757,80615,13166,4711
1516,1710682645495,1710682732550,87055,353,6440
1517,1710683645019,1710683727246,82227,-476,-4828
1518,1710684645038,1710684743355,98317,19,16090
1519,1710685645368,1710685722078,76710,330,-21607
1520,1710686646198,1710686735196,88998,830,12288
1521,1710687645107,1710687745370,100263,-1091,11265
1522,1710688646036,1710688733344,87308,929,-12955
1523,1710689645171,1710689749207,104036,-865,16728
1524,1710690650534,1710690728795,78261,5363,-25775
1525,1710691645041,1710691747163,102122,-5493,23861
1526,1710692646269,1710692735029,88760,1228,-13362
1527,1710693645190,1710693732168,86978,-1079,-1782
1528,1710694645141,1710694761207,116066,-49,29088
1529,1710695646974,1710695737013,90039,1833,-26027
